org:group,resource country,organization country,org:resource,organization involved,role,event,impact,product,lifecycle:transition,completeTime,case,oranization country
Org line A2,Sweden,,Britt,,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-10 22:03:08,1-703383433,se
Org line A2,Sweden,,Britt,,A2_1,Completed,Medium,PROD350,Closed,2012-05-10 22:04:17,1-703383433,se
Org line C,Sweden,,John,,C_6,Accepted,Medium,PROD660,In Progress,2012-03-27 16:12:29,1-703399394,se
Org line C,Sweden,,John,,C_6,Queued,Medium,PROD660,Awaiting Assignment,2012-03-27 16:18:11,1-703399394,se
Org line C,Sweden,,John,,C_6,Accepted,Medium,PROD660,In Progress,2012-03-28 15:14:49,1-703399394,se
Org line C,Sweden,,John,,C_6,Completed,Medium,PROD660,Closed,2012-03-28 15:14:54,1-703399394,se
Org line C,INDIA,,-,,E_7,Accepted,Medium,PROD671,In Progress,2012-03-27 20:05:42,1-703540157,in
Org line C,INDIA,,-,,E_7,Queued,Medium,PROD671,Awaiting Assignment,2012-03-27 20:14:23,1-703540157,in
Org line B,INDIA,,Srinivasan,,E_10,Queued,Medium,PROD671,Awaiting Assignment,2012-03-27 20:23:26,1-703540157,in
Org line B,INDIA,,Rijin,,E_10,Accepted,Medium,PROD671,In Progress,2012-03-30 12:09:42,1-703540157,in
Org line C,INDIA,,-,,E_7,Queued,Medium,PROD671,Awaiting Assignment,2012-04-10 10:35:35,1-703540157,in
Org line C,Sweden,,Praveen,,E_10,Queued,Medium,PROD671,Awaiting Assignment,2012-05-09 06:09:41,1-703540157,in
Org line C,Sweden,,Umar Farooque,,E_10,Accepted,Medium,PROD671,In Progress,2012-05-09 06:30:00,1-703540157,in
Org line C,INDIA,,-,,E_7,Queued,Medium,PROD671,Awaiting Assignment,2012-05-09 06:51:24,1-703540157,in
Org line C,INDIA,,-,,E_7,Accepted,Medium,PROD671,In Progress,2012-05-09 13:16:46,1-703540157,in
Org line B,INDIA,,Srinivasan,,E_10,Queued,Medium,PROD671,Awaiting Assignment,2012-05-09 14:39:11,1-703540157,in
Org line B,INDIA,,Rijin,,E_10,Accepted,Medium,PROD671,In Progress,2012-05-10 03:32:47,1-703540157,in
Org line B,INDIA,,Rijin,,E_10,Accepted,Medium,PROD671,Wait,2012-05-10 03:33:05,1-703540157,in
Org line B,INDIA,,Srinivasan,,E_10,Queued,Medium,PROD671,Awaiting Assignment,2012-05-10 07:22:45,1-703540157,in
Org line B,INDIA,,Rijin,,E_10,Accepted,Medium,PROD671,In Progress,2012-05-15 23:58:03,1-703540157,in
Org line B,INDIA,,Rijin,,E_10,Completed,Medium,PROD671,Closed,2012-05-25 17:36:31,1-703540157,in
Org line C,Sweden,,Jörgen,,E_1,Accepted,Medium,PROD745,In Progress,2012-03-28 17:06:47,1-704229584,be
Org line C,Sweden,,Jörgen,,E_1,Completed,Medium,PROD745,Closed,2012-05-09 08:56:41,1-704229584,be
Org line C,Sweden,,Praveen,,E_10,Accepted,High,PROD802,In Progress,2012-03-29 08:29:34,1-704650867,se
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-03-29 08:38:26,1-704650867,se
Org line C,Sweden,,Partha,,E_10,Accepted,High,PROD802,In Progress,2012-03-29 09:36:58,1-704650867,se
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-03-29 09:38:10,1-704650867,se
Org line C,Sweden,,Pascal,,C_6,Accepted,High,PROD802,In Progress,2012-03-29 13:36:59,1-704650867,se
Org line C,Sweden,,Pascal,,C_6,Accepted,High,PROD802,Wait,2012-04-20 15:46:23,1-704650867,se
Org line C,Sweden,,Pascal,,C_6,Completed,High,PROD802,Closed,2012-05-04 14:51:55,1-704650867,se
Org line C,Belgium,,Peter,,E_1,Accepted,High,PROD597,In Progress,2012-03-29 11:00:19,1-704703712,be
Org line C,Belgium,,Peter,,E_1,Queued,High,PROD597,Awaiting Assignment,2012-03-29 11:09:15,1-704703712,be
Org line C,Sweden,,Praveen,,E_10,Accepted,High,PROD802,In Progress,2012-03-29 16:39:14,1-704977245,se
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-03-29 16:49:03,1-704977245,se
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-03-29 17:05:00,1-704977245,se
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-04-25 17:57:01,1-704977245,se
Org line C,Sweden,,Pascal,,C_6,Accepted,Low,PROD802,In Progress,2012-03-30 14:30:47,1-705847575,se
Org line C,Sweden,,Pascal,,C_6,Completed,Low,PROD802,Closed,2012-03-30 14:37:12,1-705847575,se
Org line A2,Sweden,,Ann-Charlotte,,A2_3,Accepted,Low,PROD551,In Progress,2012-04-02 11:41:55,1-706866666,se
Org line A2,Sweden,,Ann-Charlotte,,A2_3,Completed,Low,PROD551,Closed,2012-04-11 10:26:26,1-706866666,se
Org line G4,Sweden,,Håkan,,,Accepted,High,PROD397,In Progress,2012-04-02 15:07:28,1-706988783,se
Org line G4,Sweden,,Håkan,,,Completed,High,PROD397,Closed,2012-05-09 13:51:26,1-706988783,se
Org line C,USA,,Robert,,E_4,Accepted,Low,PROD802,In Progress,2012-04-02 19:18:47,1-707300171,in
Org line C,USA,,Robert,,E_4,Accepted,Low,PROD802,In Progress,2012-04-02 19:19:30,1-707300171,in
Org line C,USA,,Robert,,E_4,Queued,Low,PROD802,Awaiting Assignment,2012-04-03 13:41:51,1-707300171,in
Org line C,Sweden,,Prasad,,E_10,Queued,Low,PROD802,Awaiting Assignment,2012-04-04 17:03:53,1-707300171,in
Org line C,USA,,Robert,,E_4,Queued,Low,PROD802,Awaiting Assignment,2012-04-10 13:43:12,1-707300171,in
Org line C,INDIA,,Hineesh,,E_4,Accepted,Low,PROD802,Assigned,2012-04-16 12:50:45,1-707300171,in
Org line C,Sweden,,Prasad,,E_10,Queued,Low,PROD802,Awaiting Assignment,2012-04-17 23:37:25,1-707300171,in
Org line C,Sweden,,Jitender,,E_10,Accepted,Low,PROD802,In Progress,2012-04-18 08:32:42,1-707300171,in
Org line C,Sweden,,Jitender,,E_10,Accepted,Low,PROD802,In Progress,2012-05-17 16:45:11,1-707300171,in
Org line C,Sweden,,Jitender,,E_10,Accepted,Low,PROD802,Wait,2012-05-17 17:01:19,1-707300171,in
Org line C,Sweden,,Jitender,,E_10,Completed,Low,PROD802,Closed,2012-05-22 11:32:42,1-707300171,in
Org line C,INDIA,,Mohsin,,E_5,Accepted,Medium,PROD327,In Progress,2012-04-03 10:10:52,1-707623601,in
Org line C,INDIA,,Mohsin,,E_5,Accepted,Medium,PROD327,Wait,2012-04-03 11:01:40,1-707623601,in
Org line C,INDIA,,Mohsin,,E_5,Completed,Medium,PROD327,Closed,2012-04-03 12:17:36,1-707623601,in
Org line B,INDIA,,Aneesh V,,E_10,Accepted,Medium,PROD424,In Progress,2012-04-03 12:14:09,1-707693471,in
Org line B,INDIA,,Aneesh V,,E_10,Completed,Medium,PROD424,Closed,2012-04-09 21:28:59,1-707693471,in
Org line G4,Sweden,,Rickard,,,Accepted,Low,PROD374,In Progress,2012-04-03 12:24:46,1-707704098,se
Org line G4,Sweden,,Rickard,,,Completed,Low,PROD374,Closed,2012-05-04 13:46:53,1-707704098,se
Org line G4,Sweden,,Rickard,,,Accepted,Medium,PROD374,In Progress,2012-04-04 13:02:46,1-708716045,se
Org line G4,Sweden,,Rickard,,,Completed,Medium,PROD374,Closed,2012-04-18 09:08:02,1-708716045,se
Org line C,Sweden,,Praveen,,E_10,Accepted,High,PROD802,In Progress,2012-04-05 13:13:51,1-709552565,se
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-05 13:37:38,1-709552565,se
Org line C,Sweden,,Pankaj,,E_10,Accepted,High,PROD802,In Progress,2012-04-05 13:41:57,1-709552565,se
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-04-17 17:23:51,1-709552565,se
Org line A2,POLAND,,Anna,,A2_2,Accepted,Medium,PROD200,In Progress,2012-04-06 12:11:21,1-710109531,fr
Org line A2,POLAND,,Anna,,A2_2,Completed,Medium,PROD200,Closed,2012-04-06 14:26:37,1-710109531,fr
Org line C,Sweden,,Praveen,,E_10,Accepted,High,PROD802,In Progress,2012-04-06 11:34:34,1-710114300,fr
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-06 11:45:33,1-710114300,fr
Org line C,Sweden,,Pankaj,,E_10,Accepted,High,PROD802,In Progress,2012-04-06 12:10:47,1-710114300,fr
Org line C,Sweden,,Raja,,E_10,Accepted,High,PROD802,Assigned,2012-04-06 12:11:37,1-710114300,fr
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-04-06 13:54:31,1-710114300,fr
Org line C,France,,Aurelien,,C_6,Accepted,High,PROD802,In Progress,2012-04-10 16:54:26,1-710114300,fr
Org line C,France,,Bruno,,E_6,Queued,High,PROD802,Awaiting Assignment,2012-04-10 17:05:50,1-710114300,fr
Org line C,France,,Bruno,,E_6,Accepted,High,PROD802,In Progress,2012-04-16 11:18:09,1-710114300,fr
Org line C,Sweden,,Inger,,C_3,Accepted,Medium,PROD325,In Progress,2012-04-09 08:37:33,1-712856449,se
Org line C,Sweden,,Inger,,C_3,Queued,Medium,PROD325,Awaiting Assignment,2012-04-09 08:39:47,1-712856449,se
Org line C,INDIA,,Amar,,C_3,Accepted,Medium,PROD325,In Progress,2012-04-09 09:02:57,1-712856449,se
Org line C,INDIA,,Amar,,C_3,Completed,Medium,PROD325,Closed,2012-04-16 11:59:43,1-712856449,se
Org line B,Brazil,,Thiago,,E_6,Accepted,Major,PROD436,In Progress,2012-04-10 02:03:09,1-713106267,br
Org line B,Brazil,,Thiago,,E_6,Accepted,Major,PROD436,In Progress,2012-05-15 23:33:02,1-713106267,br
Org line B,Brazil,,Thiago,,E_6,Completed,Major,PROD436,Closed,2012-05-15 23:46:34,1-713106267,br
Org line C,Sweden,,Martin,,C_6,Accepted,High,PROD802,In Progress,2012-04-10 13:37:14,1-715638561,se
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-04-10 13:44:34,1-715638561,se
Org line C,Sweden,,Pascal,,C_6,Accepted,High,PROD802,In Progress,2012-04-10 14:09:18,1-715638561,se
Org line C,Sweden,,Pascal,,C_6,Completed,High,PROD802,Closed,2012-04-10 14:41:51,1-715638561,se
Org line C,Sweden,,Rakesh,,E_10,Queued,High,PROD791,Awaiting Assignment,2012-04-11 08:38:08,1-716154984,in
Org line C,Sweden,,Tarun,,E_10,Accepted,High,PROD791,In Progress,2012-04-11 08:40:27,1-716154984,in
Org line C,Sweden,,Tarun,,E_10,Completed,High,PROD791,Closed,2012-04-24 09:07:44,1-716154984,in
Org line C,Sweden,,Gitt,,E_2,Accepted,Medium,PROD327,In Progress,2012-04-12 15:35:00,1-717222893,se
Org line C,Sweden,,Gitt,,E_2,Queued,Medium,PROD327,Awaiting Assignment,2012-04-12 15:40:06,1-717222893,se
Org line C,Sweden,,Gitt,,E_2,Accepted,Medium,PROD327,In Progress,2012-04-12 16:12:45,1-717275094,se
Org line C,Sweden,,Gitt,,E_2,Queued,Medium,PROD327,Awaiting Assignment,2012-04-12 16:17:17,1-717275094,se
Org line B,INDIA,,Murali,,E_10,Accepted,Medium,PROD209,In Progress,2012-04-13 17:58:57,1-718132104,in
Org line B,INDIA,,Murali,,E_10,Completed,Medium,PROD209,Closed,2012-04-19 12:58:02,1-718132104,in
Org line G4,Sweden,,Harshavardhan,,,Accepted,Medium,PROD319,In Progress,2012-04-16 13:57:54,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Accepted,Medium,PROD319,In Progress,2012-04-20 16:05:40,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Completed,Medium,PROD319,Closed,2012-04-20 16:06:14,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Accepted,Medium,PROD319,In Progress,2012-05-16 17:30:33,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Completed,Medium,PROD319,Closed,2012-05-16 17:32:44,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Accepted,Medium,PROD319,In Progress,2012-05-16 17:32:48,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Completed,Medium,PROD319,Closed,2012-05-16 17:32:55,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Accepted,Medium,PROD319,In Progress,2012-05-17 13:33:38,1-719199254,se
Org line G4,Sweden,,Harshavardhan,,,Completed,Medium,PROD319,Closed,2012-05-17 13:34:01,1-719199254,se
Org line B,INDIA,,Murali,,E_10,Accepted,High,PROD209,In Progress,2012-04-17 07:46:35,1-719999163,in
Org line B,INDIA,,Murali,,E_10,Completed,High,PROD209,Closed,2012-05-16 05:48:11,1-719999163,in
Org line A2,POLAND,,Krzysztof,,A2_1,Accepted,Medium,PROD761,In Progress,2012-04-17 10:12:34,1-720069371,pl
Org line A2,POLAND,,Krzysztof,,A2_1,Accepted,Medium,PROD761,Wait,2012-04-17 13:57:02,1-720069371,pl
Org line A2,POLAND,,Krzysztof,,A2_1,Accepted,Medium,PROD761,In Progress,2012-04-17 15:41:01,1-720069371,pl
Org line A2,POLAND,,Krzysztof,,A2_1,Accepted,Medium,PROD761,Wait,2012-04-17 17:23:39,1-720069371,pl
Org line A2,POLAND,,Krzysztof,,A2_1,Accepted,Medium,PROD761,In Progress,2012-04-19 10:11:58,1-720069371,pl
Org line A2,POLAND,,Krzysztof,,A2_1,Accepted,Medium,PROD761,Wait,2012-04-19 13:50:15,1-720069371,pl
Org line A2,POLAND,,Krzysztof,,A2_1,Completed,Medium,PROD761,Closed,2012-05-14 09:55:22,1-720069371,pl
Org line C,Sweden,,Praveen,,E_10,Accepted,High,PROD802,In Progress,2012-04-18 21:54:43,1-722674364,pl
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-18 22:00:28,1-722674364,pl
Org line C,Sweden,,Prasad,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-18 23:45:24,1-722674364,pl
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-19 08:51:30,1-722674364,pl
Org line C,Sweden,,Arun,,E_10,Accepted,High,PROD802,In Progress,2012-04-25 17:54:42,1-722674364,pl
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-04-25 17:58:49,1-722674364,pl
Org line C,USA,,Stephen,,C_6,Accepted,High,PROD802,Assigned,2012-05-07 14:13:40,1-722674364,pl
Org line A2,POLAND,,Krzysztof,,A2_2,Queued,High,PROD802,Awaiting Assignment,2012-05-07 14:45:40,1-722674364,pl
Org line A2,China,,Anson,,A2_5,Accepted,Medium,PROD789,In Progress,2012-04-19 05:54:27,1-722688743,cn
Org line A2,China,,Anson,,A2_5,Queued,Medium,PROD789,Awaiting Assignment,2012-04-19 07:58:07,1-722688743,cn
Org line A2,China,,Anson,,A2_5,Accepted,Medium,PROD789,In Progress,2012-05-24 05:31:28,1-722688743,cn
Org line A2,China,,Anson,,A2_5,Completed,Medium,PROD789,Closed,2012-05-24 05:31:54,1-722688743,cn
Org line C,Belgium,,Peter,,E_5,Accepted,Medium,PROD821,In Progress,2012-04-19 09:15:21,1-726517211,be
Org line C,Belgium,,Peter,,E_5,Accepted,Medium,PROD821,In Progress,2012-04-19 09:15:49,1-726517211,be
Org line C,Belgium,,Peter,,E_5,Queued,Medium,PROD821,Awaiting Assignment,2012-04-19 09:16:09,1-726517211,be
Org line C,Belgium,,Peter,,E_5,Accepted,Medium,PROD821,In Progress,2012-04-19 09:16:24,1-726517211,be
Org line C,Belgium,,Peter,,E_1,Queued,Medium,PROD821,Awaiting Assignment,2012-04-19 09:18:34,1-726517211,be
Org line C,Sweden,,Lars,,C_6,Accepted,Low,PROD805,In Progress,2012-04-19 13:36:37,1-726760342,se
Org line C,Sweden,,Lars,,C_6,Accepted,Low,PROD805,Wait,2012-04-19 13:37:20,1-726760342,se
Org line C,Sweden,,Lars,,C_6,Completed,Low,PROD805,Closed,2012-05-24 11:41:39,1-726760342,se
Org line A2,POLAND,,Miroslaw,,A2_1,Accepted,Medium,PROD756,In Progress,2012-04-19 14:31:06,1-726808501,pl
Org line A2,POLAND,,Miroslaw,,A2_1,Completed,Medium,PROD756,Closed,2012-05-23 16:56:52,1-726808501,pl
Org line C,Sweden,,Tarun,,E_10,Accepted,High,PROD154,In Progress,2012-04-20 13:01:51,1-728461114,in
Org line C,Sweden,,Tarun,,E_10,Accepted,High,PROD154,Wait,2012-05-07 15:41:58,1-728461114,in
Org line C,Sweden,,Tarun,,E_10,Completed,High,PROD154,Closed,2012-05-18 21:14:41,1-728461114,in
Org line A2,Sweden,,Åsa,,D_1,Accepted,Major,PROD617,In Progress,2012-04-20 14:04:29,1-728470722,se
Org line A2,Sweden,,Åsa,,D_1,Accepted,Major,PROD617,Assigned,2012-04-20 14:05:30,1-728470722,se
Org line A2,Sweden,,Åsa,,A2_3,Accepted,Major,PROD617,Assigned,2012-05-09 13:15:37,1-728470722,se
Org line A2,Sweden,,Åsa,,A2_3,Accepted,Major,PROD617,In Progress,2012-05-29 14:18:15,1-728470722,se
Org line A2,Sweden,,Åsa,,A2_3,Completed,Major,PROD617,Closed,2012-05-30 09:44:57,1-728470722,se
Org line C,USA,,Stephen,,C_6,Accepted,High,PROD785,In Progress,2012-04-20 18:13:58,1-728641711,us
Org line C,USA,,Stephen,,C_6,Queued,High,PROD785,Awaiting Assignment,2012-04-20 18:26:35,1-728641711,us
Org line C,USA,,Stephen,,C_6,Accepted,High,PROD785,In Progress,2012-04-23 20:26:56,1-728641711,us
Org line C,USA,,Stephen,,C_6,Completed,High,PROD785,Closed,2012-05-14 14:51:02,1-728641711,us
Org line A2,Sweden,,Maria,,A2_4,Accepted,Medium,PROD591,In Progress,2012-04-23 15:24:45,1-729711756,se
Org line A2,Sweden,,Maria,,A2_4,Completed,Medium,PROD591,Closed,2012-05-09 17:27:57,1-729711756,se
Org line G3,POLAND,,Ewa,,,Accepted,High,PROD98,In Progress,2012-04-23 16:56:04,1-729826369,us
Org line G3,POLAND,,Ewa,,,Completed,High,PROD98,Closed,2012-04-23 16:59:57,1-729826369,us
Org line C,Sweden,,Vesa,,C_6,Queued,Major,PROD805,Awaiting Assignment,2012-04-24 00:48:09,1-730084841,in
Org line C,Sweden,,Himanshu,,E_10,Accepted,Major,PROD805,In Progress,2012-04-24 01:08:35,1-730084841,in
Org line C,Sweden,,Himanshu,,E_10,Completed,Major,PROD805,Closed,2012-04-24 01:09:14,1-730084841,in
Org line C,Sweden,,Vesa,,C_6,Accepted,Major,PROD805,In Progress,2012-04-24 01:05:25,1-730084875,se
Org line C,Sweden,,Vesa,,C_6,Queued,Major,PROD805,Awaiting Assignment,2012-04-24 01:06:50,1-730084875,se
Org line C,Sweden,,Bikshamaiah,,E_8,Accepted,Medium,PROD597,In Progress,2012-04-25 10:34:38,1-731792664,in
Org line C,Sweden,,Bikshamaiah,,E_8,Completed,Medium,PROD597,Closed,2012-04-25 11:24:33,1-731792664,in
Org line C,Sweden,,Bikshamaiah,,E_8,Accepted,Medium,PROD597,In Progress,2012-04-25 10:50:00,1-731908702,in
Org line C,Sweden,,Bikshamaiah,,E_8,Accepted,Medium,PROD597,In Progress,2012-04-25 11:23:14,1-731908702,in
Org line C,Sweden,,Bikshamaiah,,E_8,Completed,Medium,PROD597,Closed,2012-04-30 12:29:39,1-731908702,in
Org line C,INDIA,,-,,E_7,Accepted,High,PROD646,In Progress,2012-04-25 16:51:48,1-732289301,in
Org line C,INDIA,,-,,E_7,Queued,High,PROD646,Awaiting Assignment,2012-04-25 17:01:56,1-732289301,in
Org line C,INDIA,,Rajkishore,,E_7,Accepted,High,PROD646,Assigned,2012-04-25 18:05:30,1-732289301,in
Org line C,INDIA,,Rajkishore,,E_7,Accepted,High,PROD646,In Progress,2012-05-22 14:24:08,1-732289301,in
Org line C,INDIA,,Rajkishore,,E_7,Completed,High,PROD646,Closed,2012-05-22 14:24:42,1-732289301,in
Org line C,Sweden,,Rohit,,E_10,Accepted,Medium,PROD802,In Progress,2012-04-25 18:18:15,1-732357301,in
Org line C,Sweden,,Rohit,,E_10,Accepted,Medium,PROD802,Wait,2012-04-25 18:59:52,1-732357301,in
Org line C,Sweden,,Rohit,,E_10,Accepted,Medium,PROD802,In Progress,2012-05-14 13:05:13,1-732357301,in
Org line C,Sweden,,Rohit,,E_10,Completed,Medium,PROD802,Closed,2012-05-14 14:27:02,1-732357301,in
Org line B,INDIA,,Srinivasan,,E_10,Queued,High,PROD424,Awaiting Assignment,2012-04-27 10:01:45,1-733562890,se
Org line B,INDIA,,Rijin,,E_10,Accepted,High,PROD424,In Progress,2012-04-27 11:08:12,1-733562890,se
Org line C,Sweden,,Tomas,,C_6,Queued,High,PROD424,Awaiting Assignment,2012-04-30 15:24:09,1-733562890,se
Org line C,Sweden,,Kenneth,,C_6,Accepted,High,PROD424,In Progress,2012-04-30 16:09:45,1-733562890,se
Org line C,Sweden,,Kenneth,,C_6,Accepted,High,PROD424,Wait,2012-05-09 15:03:01,1-733562890,se
Org line C,Sweden,,Tomas,,C_6,Accepted,High,PROD424,In Progress,2012-05-23 14:55:27,1-733562890,se
Org line C,Sweden,,Tomas,,C_6,Completed,High,PROD424,Closed,2012-05-23 14:56:10,1-733562890,se
Org line C,Sweden,,Praveen,,E_10,Accepted,High,PROD802,In Progress,2012-04-30 05:27:00,1-736351127,in
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-30 05:31:22,1-736351127,in
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-04-30 06:15:21,1-736351127,in
Org line C,Sweden,,Martin,,C_6,Accepted,High,PROD802,In Progress,2012-04-30 10:34:04,1-736351127,in
Org line C,Sweden,,Rakesh,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-30 10:34:14,1-736351127,in
Org line C,Sweden,,Tarun,,E_10,Accepted,High,PROD802,In Progress,2012-04-30 10:36:34,1-736351127,in
Org line C,Sweden,,Rakesh,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-05-07 13:14:50,1-736351127,in
Org line C,Sweden,,Tarun,,E_10,Accepted,High,PROD802,In Progress,2012-05-07 14:01:53,1-736351127,in
Org line C,Sweden,,Tarun,,E_10,Completed,High,PROD802,Closed,2012-05-07 15:40:13,1-736351127,in
Org line C,Sweden,,Praveen,,E_10,Accepted,High,PROD802,In Progress,2012-04-30 05:47:41,1-736351222,in
Org line C,Sweden,,Praveen,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-30 05:55:51,1-736351222,in
Org line C,Sweden,,Martin,,C_6,Queued,High,PROD802,Awaiting Assignment,2012-04-30 06:13:34,1-736351222,in
Org line C,Sweden,,Martin,,C_6,Accepted,High,PROD802,In Progress,2012-04-30 10:30:38,1-736351222,in
Org line C,Sweden,,Rakesh,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-04-30 10:31:32,1-736351222,in
Org line C,Sweden,,Tarun,,E_10,Accepted,High,PROD802,In Progress,2012-04-30 10:36:03,1-736351222,in
Org line C,Sweden,,Rakesh,,E_10,Queued,High,PROD802,Awaiting Assignment,2012-05-07 13:16:46,1-736351222,in
Org line C,Sweden,,Tarun,,E_10,Accepted,High,PROD802,In Progress,2012-05-07 14:01:26,1-736351222,in
Org line C,Sweden,,Tarun,,E_10,Completed,High,PROD802,Closed,2012-05-07 15:40:44,1-736351222,in
Org line C,Sweden,,Vaibhav,,E_4,Accepted,Medium,PROD793,In Progress,2012-05-01 09:34:04,1-737323915,us
Org line C,Sweden,,Vaibhav,,E_4,Accepted,Medium,PROD793,In Progress,2012-05-01 09:34:46,1-737323915,us
Org line C,Sweden,,Rakesh,,E_10,Queued,High,PROD488,Awaiting Assignment,2012-05-01 14:55:13,1-737341073,se
Org line A2,United Kingdom,,Alan,,A2_1,Accepted,High,PROD236,Wait,2012-05-02 10:46:29,1-738285921,gb
Org line C,Sweden,,Prasad,,E_10,Accepted,Medium,PROD509,In Progress,2012-05-02 11:04:02,1-738300041,be
Org line C,Sweden,,Prasad,,E_10,Accepted,Medium,PROD509,Wait,2012-05-02 11:09:06,1-738300041,be
Org line C,Sweden,,Prasad,,E_10,Queued,Medium,PROD509,Awaiting Assignment,2012-05-15 09:44:34,1-738300041,be
Org line C,Sweden,,Jitender,,E_10,Accepted,Medium,PROD509,In Progress,2012-05-15 10:02:01,1-738300041,be
Org line C,Sweden,,Prasad,,E_10,Queued,Medium,PROD509,Awaiting Assignment,2012-05-15 10:05:42,1-738300041,be
Org line C,Sweden,,Jitender,,E_10,Accepted,Medium,PROD509,In Progress,2012-05-15 10:06:03,1-738300041,be
Org line A2,POLAND,,Miroslaw,,A2_1,Queued,Medium,PROD509,Awaiting Assignment,2012-05-15 10:13:32,1-738300041,be
Org line A2,POLAND,,Przemyslaw,,A2_1,Accepted,Medium,PROD509,In Progress,2012-05-15 10:28:16,1-738300041,be
Org line C,Sweden,,Prasad,,E_10,Queued,Medium,PROD509,Awaiting Assignment,2012-05-15 10:37:51,1-738300041,be
Org line C,Sweden,,Jitender,,E_10,Accepted,Medium,PROD509,In Progress,2012-05-15 10:43:51,1-738300041,be
Org line C,INDIA,,Pratap,,E_4,Queued,Medium,PROD509,Awaiting Assignment,2012-05-15 11:34:36,1-738300041,be
Org line C,Sweden,,Joacim,,E_4,Accepted,Medium,PROD509,In Progress,2012-05-15 11:51:25,1-738300041,be
Org line C,Sweden,,Joacim,,E_4,Accepted,Medium,PROD509,Wait,2012-05-15 12:58:54,1-738300041,be
Org line A2,POLAND,,Przemyslaw,,A2_1,Accepted,Medium,PROD509,In Progress,2012-05-22 10:28:28,1-738300041,be
Org line C,Sweden,,Gitt,,E_2,Queued,Medium,PROD509,Awaiting Assignment,2012-05-22 10:37:42,1-738300041,be
Org line C,Sweden,,Urban,,E_2,Accepted,Medium,PROD509,In Progress,2012-05-22 11:26:41,1-738300041,be
Org line C,Belgium,,Els,,C_2,Queued,Medium,PROD509,Awaiting Assignment,2012-05-22 15:29:42,1-738300041,be
Org line C,Belgium,,Jo,,C_2,Accepted,Medium,PROD509,Assigned,2012-05-23 10:34:38,1-738300041,be
Org line C,Belgium,,Els,,E_2,Accepted,Medium,PROD509,In Progress,2012-05-23 10:46:31,1-738300041,be
Org line C,Belgium,,Els,,C_2,Queued,Medium,PROD509,Awaiting Assignment,2012-05-23 10:48:56,1-738300041,be
Org line C,Sweden,,Lars,,C_2,Accepted,Medium,PROD509,Assigned,2012-05-23 10:50:34,1-738300041,be
Org line C,Sweden,,Lars,,C_2,Accepted,Medium,PROD509,In Progress,2012-05-30 15:07:15,1-738300041,be
Org line C,Sweden,,Peter,,E_7,Accepted,Medium,PROD802,In Progress,2012-05-02 11:59:57,1-738322892,se
Org line C,Sweden,,Peter,,E_7,Accepted,Medium,PROD802,In Progress,2012-05-02 12:00:23,1-738322892,se
Org line C,Sweden,,Peter,,E_7,Queued,Medium,PROD802,Awaiting Assignment,2012-05-02 12:02:06,1-738322892,se
Org line C,Sweden,,Peter,,E_7,Accepted,Medium,PROD802,In Progress,2012-05-22 08:12:20,1-738322892,se
Org line C,INDIA,,Rajesh Kumar,,E_7,Queued,Medium,PROD802,Awaiting Assignment,2012-05-22 08:14:25,1-738322892,se
Org line C,INDIA,,Rajesh Kumar,,E_7,Accepted,Medium,PROD802,In Progress,2012-05-22 15:17:45,1-738322892,se
