,case,event,startTime,completeTime,creator,variant,variant-index,org:resource,role,Activity
20155,Case4327,Wait,2010/04/28 10:04:00.000,2010/04/28 10:04:00.000,Fluxicon Disco,Variant 22,22,Value 2,Value 2,Wait
20156,Case4327,Take in charge ticket,2010/05/11 09:01:21.000,2010/05/11 09:01:21.000,Fluxicon Disco,Variant 22,22,Value 2,Value 2,Take in charge ticket
20157,Case4327,Resolve ticket,2010/05/11 09:01:26.000,2010/05/11 09:01:26.000,Fluxicon Disco,Variant 22,22,Value 2,Value 2,Resolve ticket
20158,Case4327,Closed,2010/05/26 09:01:40.000,2010/05/26 09:01:40.000,Fluxicon Disco,Variant 22,22,Value 5,Value 5,Closed
20159,Case4328,Assign seriousness,2012/07/20 14:36:36.000,2012/07/20 14:36:36.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
20160,Case4328,Take in charge ticket,2012/07/24 06:13:51.000,2012/07/24 06:13:51.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
20161,Case4328,Resolve ticket,2012/07/26 12:23:24.000,2012/07/26 12:23:24.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
20162,Case4328,Closed,2012/09/02 14:40:50.000,2012/09/02 14:40:50.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20163,Case4329,Assign seriousness,2010/04/02 06:21:01.000,2010/04/02 06:21:01.000,Fluxicon Disco,Variant 220,220,Value 16,Value 16,Assign seriousness
20164,Case4329,Assign seriousness,2010/04/02 06:26:37.000,2010/04/02 06:26:37.000,Fluxicon Disco,Variant 220,220,Value 16,Value 16,Assign seriousness
20165,Case4329,Take in charge ticket,2010/05/04 07:33:59.000,2010/05/04 07:33:59.000,Fluxicon Disco,Variant 220,220,Value 16,Value 16,Take in charge ticket
20166,Case4329,Resolve ticket,2010/05/04 07:57:35.000,2010/05/04 07:57:35.000,Fluxicon Disco,Variant 220,220,Value 16,Value 16,Resolve ticket
20167,Case4329,Resolve ticket,2010/05/04 07:57:50.000,2010/05/04 07:57:50.000,Fluxicon Disco,Variant 220,220,Value 16,Value 16,Resolve ticket
20168,Case4329,Resolve ticket,2010/05/04 07:57:54.000,2010/05/04 07:57:54.000,Fluxicon Disco,Variant 220,220,Value 16,Value 16,Resolve ticket
20169,Case4329,Closed,2010/05/19 07:58:23.000,2010/05/19 07:58:23.000,Fluxicon Disco,Variant 220,220,Value 5,Value 5,Closed
20170,Case4330,Assign seriousness,2011/04/14 14:43:26.000,2011/04/14 14:43:26.000,Fluxicon Disco,Variant 2,2,Value 13,Value 13,Assign seriousness
20171,Case4330,Take in charge ticket,2011/04/26 07:16:40.000,2011/04/26 07:16:40.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
20172,Case4330,Wait,2011/04/26 12:36:40.000,2011/04/26 12:36:40.000,Fluxicon Disco,Variant 2,2,Value 12,Value 12,Wait
20173,Case4330,Resolve ticket,2011/05/19 12:14:01.000,2011/05/19 12:14:01.000,Fluxicon Disco,Variant 2,2,Value 12,Value 12,Resolve ticket
20174,Case4330,Closed,2011/06/03 12:14:12.000,2011/06/03 12:14:12.000,Fluxicon Disco,Variant 2,2,Value 5,Value 5,Closed
20175,Case4331,Assign seriousness,2010/09/30 08:14:54.000,2010/09/30 08:14:54.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Assign seriousness
20176,Case4331,Take in charge ticket,2010/09/30 12:37:01.000,2010/09/30 12:37:01.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
20177,Case4331,Resolve ticket,2010/09/30 12:37:24.000,2010/09/30 12:37:24.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
20178,Case4331,Closed,2010/11/13 09:20:35.000,2010/11/13 09:20:35.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20179,Case4332,Assign seriousness,2013/07/02 13:36:01.000,2013/07/02 13:36:01.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
20180,Case4332,Take in charge ticket,2013/07/18 11:40:43.000,2013/07/18 11:40:43.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Take in charge ticket
20181,Case4332,Resolve ticket,2013/07/18 13:29:31.000,2013/07/18 13:29:31.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Resolve ticket
20182,Case4332,Closed,2013/08/02 13:29:48.000,2013/08/02 13:29:48.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
20183,Case4333,Assign seriousness,2011/02/01 07:38:05.000,2011/02/01 07:38:05.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
20184,Case4333,Take in charge ticket,2011/02/01 07:38:23.000,2011/02/01 07:38:23.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
20185,Case4333,Resolve ticket,2011/02/01 10:30:31.000,2011/02/01 10:30:31.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Resolve ticket
20186,Case4333,Closed,2011/03/05 07:40:50.000,2011/03/05 07:40:50.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20187,Case4334,Assign seriousness,2012/03/15 12:24:42.000,2012/03/15 12:24:42.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20188,Case4334,Take in charge ticket,2012/03/16 07:13:04.000,2012/03/16 07:13:04.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
20189,Case4334,Resolve ticket,2012/04/06 12:09:45.000,2012/04/06 12:09:45.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
20190,Case4334,Closed,2012/04/21 12:10:04.000,2012/04/21 12:10:04.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20191,Case4335,Assign seriousness,2012/01/25 07:22:50.000,2012/01/25 07:22:50.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20192,Case4335,Take in charge ticket,2012/01/25 07:23:06.000,2012/01/25 07:23:06.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
20193,Case4335,Resolve ticket,2012/01/25 10:18:13.000,2012/01/25 10:18:13.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
20194,Case4335,Closed,2012/03/23 07:30:38.000,2012/03/23 07:30:38.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20195,Case4336,Assign seriousness,2010/03/19 13:50:02.000,2010/03/19 13:50:02.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Assign seriousness
20196,Case4336,Take in charge ticket,2010/03/25 10:05:13.000,2010/03/25 10:05:13.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
20197,Case4336,Wait,2010/03/26 13:22:38.000,2010/03/26 13:22:38.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Wait
20198,Case4336,Take in charge ticket,2010/04/29 07:37:40.000,2010/04/29 07:37:40.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
20199,Case4336,Resolve ticket,2010/04/29 07:37:51.000,2010/04/29 07:37:51.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Resolve ticket
20200,Case4336,Closed,2010/05/14 07:38:13.000,2010/05/14 07:38:13.000,Fluxicon Disco,Variant 3,3,Value 5,Value 5,Closed
20201,Case4337,Assign seriousness,2013/10/28 07:40:10.000,2013/10/28 07:40:10.000,Fluxicon Disco,Variant 2,2,Value 14,Value 14,Assign seriousness
20202,Case4337,Take in charge ticket,2013/10/28 08:40:12.000,2013/10/28 08:40:12.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
20203,Case4337,Wait,2013/10/29 07:26:53.000,2013/10/29 07:26:53.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Wait
20204,Case4337,Resolve ticket,2013/11/22 16:31:39.000,2013/11/22 16:31:39.000,Fluxicon Disco,Variant 2,2,Value 10,Value 10,Resolve ticket
20205,Case4337,Closed,2013/12/07 16:31:56.000,2013/12/07 16:31:56.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
20206,Case4338,Assign seriousness,2012/12/20 15:25:01.000,2012/12/20 15:25:01.000,Fluxicon Disco,Variant 15,15,Value 13,Value 13,Assign seriousness
20207,Case4338,Take in charge ticket,2013/01/03 09:27:59.000,2013/01/03 09:27:59.000,Fluxicon Disco,Variant 15,15,Value 2,Value 2,Take in charge ticket
20208,Case4338,Wait,2013/01/04 14:11:25.000,2013/01/04 14:11:25.000,Fluxicon Disco,Variant 15,15,Value 1,Value 1,Wait
20209,Case4338,Take in charge ticket,2013/01/04 14:21:50.000,2013/01/04 14:21:50.000,Fluxicon Disco,Variant 15,15,Value 1,Value 1,Take in charge ticket
20210,Case4338,Wait,2013/01/07 10:12:35.000,2013/01/07 10:12:35.000,Fluxicon Disco,Variant 15,15,Value 1,Value 1,Wait
20211,Case4338,Resolve ticket,2013/01/21 07:14:36.000,2013/01/21 07:14:36.000,Fluxicon Disco,Variant 15,15,Value 2,Value 2,Resolve ticket
20212,Case4338,Closed,2013/02/05 07:14:54.000,2013/02/05 07:14:54.000,Fluxicon Disco,Variant 15,15,Value 3,Value 3,Closed
20213,Case4339,Assign seriousness,2010/07/22 14:27:31.000,2010/07/22 14:27:31.000,Fluxicon Disco,Variant 4,4,Value 19,Value 19,Assign seriousness
20214,Case4339,Assign seriousness,2010/07/26 07:13:14.000,2010/07/26 07:13:14.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
20215,Case4339,Take in charge ticket,2010/07/28 09:48:47.000,2010/07/28 09:48:47.000,Fluxicon Disco,Variant 4,4,Value 6,Value 6,Take in charge ticket
20216,Case4339,Resolve ticket,2010/07/28 09:49:16.000,2010/07/28 09:49:16.000,Fluxicon Disco,Variant 4,4,Value 6,Value 6,Resolve ticket
20217,Case4339,Closed,2010/09/04 14:30:30.000,2010/09/04 14:30:30.000,Fluxicon Disco,Variant 4,4,Value 5,Value 5,Closed
20218,Case4340,Assign seriousness,2012/01/13 12:19:41.000,2012/01/13 12:19:41.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20219,Case4340,Take in charge ticket,2012/01/13 12:21:36.000,2012/01/13 12:21:36.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
20220,Case4340,Resolve ticket,2012/01/13 12:30:55.000,2012/01/13 12:30:55.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
20221,Case4340,Closed,2012/02/17 12:21:42.000,2012/02/17 12:21:42.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20222,Case4341,Assign seriousness,2011/09/01 12:53:36.000,2011/09/01 12:53:36.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
20223,Case4341,Take in charge ticket,2011/09/05 08:52:38.000,2011/09/05 08:52:38.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Take in charge ticket
20224,Case4341,Resolve ticket,2011/09/29 15:06:37.000,2011/09/29 15:06:37.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20225,Case4341,Closed,2011/10/14 15:06:55.000,2011/10/14 15:06:55.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20226,Case4342,Assign seriousness,2010/06/29 11:42:13.000,2010/06/29 11:42:13.000,Fluxicon Disco,Variant 1,1,Value 19,Value 19,Assign seriousness
20227,Case4342,Take in charge ticket,2010/07/29 11:35:09.000,2010/07/29 11:35:09.000,Fluxicon Disco,Variant 1,1,Value 19,Value 19,Take in charge ticket
20228,Case4342,Resolve ticket,2010/07/29 12:07:48.000,2010/07/29 12:07:48.000,Fluxicon Disco,Variant 1,1,Value 19,Value 19,Resolve ticket
20229,Case4342,Closed,2010/08/13 12:07:57.000,2010/08/13 12:07:57.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20230,Case4343,Assign seriousness,2012/01/10 10:06:29.000,2012/01/10 10:06:29.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Assign seriousness
20231,Case4343,Take in charge ticket,2012/01/10 10:06:39.000,2012/01/10 10:06:39.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
20232,Case4343,Resolve ticket,2012/01/10 10:44:15.000,2012/01/10 10:44:15.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20233,Case4343,Closed,2012/02/16 10:10:36.000,2012/02/16 10:10:36.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20234,Case4344,Assign seriousness,2012/02/10 13:47:22.000,2012/02/10 13:47:22.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20235,Case4344,Take in charge ticket,2012/02/10 13:47:30.000,2012/02/10 13:47:30.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
20236,Case4344,Resolve ticket,2012/02/10 14:24:24.000,2012/02/10 14:24:24.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
20237,Case4344,Closed,2012/03/14 13:50:16.000,2012/03/14 13:50:16.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20238,Case4345,Assign seriousness,2010/05/17 09:00:48.000,2010/05/17 09:00:48.000,Fluxicon Disco,Variant 1,1,Value 15,Value 15,Assign seriousness
20239,Case4345,Take in charge ticket,2010/05/17 12:07:05.000,2010/05/17 12:07:05.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20240,Case4345,Resolve ticket,2010/05/17 12:18:24.000,2010/05/17 12:18:24.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20241,Case4345,Closed,2010/06/18 09:10:19.000,2010/06/18 09:10:19.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20242,Case4346,Assign seriousness,2011/02/18 09:02:32.000,2011/02/18 09:02:32.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
20243,Case4346,Take in charge ticket,2011/02/18 09:25:52.000,2011/02/18 09:25:52.000,Fluxicon Disco,Variant 1,1,Value 11,Value 11,Take in charge ticket
20244,Case4346,Resolve ticket,2011/02/18 09:31:02.000,2011/02/18 09:31:02.000,Fluxicon Disco,Variant 1,1,Value 11,Value 11,Resolve ticket
20245,Case4346,Closed,2011/04/03 08:10:50.000,2011/04/03 08:10:50.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20246,Case4347,Assign seriousness,2011/10/10 07:45:13.000,2011/10/10 07:45:13.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20247,Case4347,Take in charge ticket,2011/10/13 06:15:48.000,2011/10/13 06:15:48.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
20248,Case4347,Resolve ticket,2011/10/14 14:06:01.000,2011/10/14 14:06:01.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20249,Case4347,Closed,2011/12/08 08:50:57.000,2011/12/08 08:50:57.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20250,Case4348,Assign seriousness,2013/08/06 12:07:36.000,2013/08/06 12:07:36.000,Fluxicon Disco,Variant 10,10,Value 9,Value 9,Assign seriousness
20251,Case4348,Take in charge ticket,2013/08/21 07:59:16.000,2013/08/21 07:59:16.000,Fluxicon Disco,Variant 10,10,Value 1,Value 1,Take in charge ticket
20252,Case4348,Require upgrade,2013/08/22 11:50:45.000,2013/08/22 11:50:45.000,Fluxicon Disco,Variant 10,10,Value 1,Value 1,Require upgrade
20253,Case4348,Resolve ticket,2013/08/22 12:23:25.000,2013/08/22 12:23:25.000,Fluxicon Disco,Variant 10,10,Value 1,Value 1,Resolve ticket
20254,Case4348,Closed,2013/09/06 12:23:39.000,2013/09/06 12:23:39.000,Fluxicon Disco,Variant 10,10,Value 3,Value 3,Closed
20255,Case4349,Assign seriousness,2011/04/13 08:04:48.000,2011/04/13 08:04:48.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
20256,Case4349,Take in charge ticket,2011/04/13 08:05:12.000,2011/04/13 08:05:12.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
20257,Case4349,Resolve ticket,2011/04/13 08:05:17.000,2011/04/13 08:05:17.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Resolve ticket
20258,Case4349,Closed,2011/05/27 08:10:36.000,2011/05/27 08:10:36.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20259,Case4350,Assign seriousness,2011/06/30 13:58:30.000,2011/06/30 13:58:30.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Assign seriousness
20260,Case4350,Assign seriousness,2011/06/30 13:58:50.000,2011/06/30 13:58:50.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Assign seriousness
20261,Case4350,Take in charge ticket,2011/07/05 08:27:24.000,2011/07/05 08:27:24.000,Fluxicon Disco,Variant 4,4,Value 9,Value 9,Take in charge ticket
20262,Case4350,Resolve ticket,2011/07/19 12:37:46.000,2011/07/19 12:37:46.000,Fluxicon Disco,Variant 4,4,Value 9,Value 9,Resolve ticket
20263,Case4350,Closed,2011/08/18 12:38:06.000,2011/08/18 12:38:06.000,Fluxicon Disco,Variant 4,4,Value 5,Value 5,Closed
20264,Case4351,Assign seriousness,2013/06/20 06:32:10.000,2013/06/20 06:32:10.000,Fluxicon Disco,Variant 2,2,Value 14,Value 14,Assign seriousness
20265,Case4351,Take in charge ticket,2013/07/01 11:21:12.000,2013/07/01 11:21:12.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Take in charge ticket
20266,Case4351,Wait,2013/07/01 11:44:59.000,2013/07/01 11:44:59.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Wait
20267,Case4351,Resolve ticket,2013/07/23 08:38:45.000,2013/07/23 08:38:45.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Resolve ticket
20268,Case4351,Closed,2013/08/07 08:39:00.000,2013/08/07 08:39:00.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
20269,Case4352,Assign seriousness,2013/02/01 10:21:07.000,2013/02/01 10:21:07.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Assign seriousness
20270,Case4352,Take in charge ticket,2013/02/01 10:28:14.000,2013/02/01 10:28:14.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
20271,Case4352,Wait,2013/02/06 08:04:31.000,2013/02/06 08:04:31.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Wait
20272,Case4352,Resolve ticket,2013/03/13 07:24:50.000,2013/03/13 07:24:50.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Resolve ticket
20273,Case4352,Closed,2013/03/28 07:25:02.000,2013/03/28 07:25:02.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
20274,Case4353,Assign seriousness,2013/11/12 09:26:37.000,2013/11/12 09:26:37.000,Fluxicon Disco,Variant 221,221,Value 1,Value 1,Assign seriousness
20275,Case4353,Take in charge ticket,2013/11/12 09:27:01.000,2013/11/12 09:27:01.000,Fluxicon Disco,Variant 221,221,Value 1,Value 1,Take in charge ticket
20276,Case4353,Take in charge ticket,2013/11/14 08:44:36.000,2013/11/14 08:44:36.000,Fluxicon Disco,Variant 221,221,Value 1,Value 1,Take in charge ticket
20277,Case4353,Wait,2013/11/26 14:53:17.000,2013/11/26 14:53:17.000,Fluxicon Disco,Variant 221,221,Value 2,Value 2,Wait
20278,Case4353,Wait,2013/11/26 14:53:18.000,2013/11/26 14:53:18.000,Fluxicon Disco,Variant 221,221,Value 2,Value 2,Wait
20279,Case4353,Resolve ticket,2013/12/18 07:23:37.000,2013/12/18 07:23:37.000,Fluxicon Disco,Variant 221,221,Value 2,Value 2,Resolve ticket
20280,Case4353,Closed,2014/01/02 07:23:57.000,2014/01/02 07:23:57.000,Fluxicon Disco,Variant 221,221,Value 3,Value 3,Closed
20281,Case4354,Assign seriousness,2013/11/19 07:15:49.000,2013/11/19 07:15:49.000,Fluxicon Disco,Variant 80,80,Value 1,Value 1,Assign seriousness
20282,Case4354,Take in charge ticket,2013/11/19 07:16:12.000,2013/11/19 07:16:12.000,Fluxicon Disco,Variant 80,80,Value 2,Value 2,Take in charge ticket
20283,Case4354,Require upgrade,2013/12/04 14:59:16.000,2013/12/04 14:59:16.000,Fluxicon Disco,Variant 80,80,Value 1,Value 1,Require upgrade
20284,Case4354,Resolve ticket,2013/12/20 12:26:49.000,2013/12/20 12:26:49.000,Fluxicon Disco,Variant 80,80,Value 1,Value 1,Resolve ticket
20285,Case4355,Assign seriousness,2012/08/02 08:31:42.000,2012/08/02 08:31:42.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
20286,Case4355,Take in charge ticket,2012/08/02 09:54:41.000,2012/08/02 09:54:41.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
20287,Case4355,Resolve ticket,2012/08/02 09:58:14.000,2012/08/02 09:58:14.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Resolve ticket
20288,Case4355,Closed,2012/09/06 08:40:24.000,2012/09/06 08:40:24.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20289,Case4356,Assign seriousness,2010/10/28 12:21:47.000,2010/10/28 12:21:47.000,Fluxicon Disco,Variant 3,3,Value 6,Value 6,Assign seriousness
20290,Case4356,Take in charge ticket,2010/11/03 13:03:12.000,2010/11/03 13:03:12.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
20291,Case4356,Wait,2010/11/05 13:01:41.000,2010/11/05 13:01:41.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Wait
20292,Case4356,Take in charge ticket,2010/11/10 07:42:38.000,2010/11/10 07:42:38.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
20293,Case4356,Resolve ticket,2010/11/10 07:43:13.000,2010/11/10 07:43:13.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Resolve ticket
20294,Case4356,Closed,2010/12/11 08:11:16.000,2010/12/11 08:11:16.000,Fluxicon Disco,Variant 3,3,Value 5,Value 5,Closed
20295,Case4357,Assign seriousness,2012/07/03 07:57:53.000,2012/07/03 07:57:53.000,Fluxicon Disco,Variant 8,8,Value 1,Value 1,Assign seriousness
20296,Case4357,Resolve ticket,2012/07/03 07:59:52.000,2012/07/03 07:59:52.000,Fluxicon Disco,Variant 8,8,Value 1,Value 1,Resolve ticket
20297,Case4357,Resolve ticket,2012/07/03 07:59:53.000,2012/07/03 07:59:53.000,Fluxicon Disco,Variant 8,8,Value 1,Value 1,Resolve ticket
20298,Case4357,Closed,2012/08/03 08:00:14.000,2012/08/03 08:00:14.000,Fluxicon Disco,Variant 8,8,Value 5,Value 5,Closed
20299,Case4358,Assign seriousness,2010/03/29 13:15:18.000,2010/03/29 13:15:18.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
20300,Case4358,Take in charge ticket,2010/04/12 14:55:44.000,2010/04/12 14:55:44.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20301,Case4358,Resolve ticket,2010/04/12 14:56:47.000,2010/04/12 14:56:47.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20302,Case4358,Closed,2010/04/29 13:20:21.000,2010/04/29 13:20:21.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20303,Case4359,Assign seriousness,2012/09/07 06:20:40.000,2012/09/07 06:20:40.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Assign seriousness
20304,Case4359,Take in charge ticket,2012/09/07 09:10:52.000,2012/09/07 09:10:52.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Take in charge ticket
20305,Case4359,Wait,2012/09/14 13:06:25.000,2012/09/14 13:06:25.000,Fluxicon Disco,Variant 2,2,Value 13,Value 13,Wait
20306,Case4359,Resolve ticket,2012/10/12 08:24:03.000,2012/10/12 08:24:03.000,Fluxicon Disco,Variant 2,2,Value 13,Value 13,Resolve ticket
20307,Case4359,Closed,2012/10/27 08:24:12.000,2012/10/27 08:24:12.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
20308,Case4360,Assign seriousness,2011/02/24 07:35:04.000,2011/02/24 07:35:04.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
20309,Case4360,Take in charge ticket,2011/02/24 07:35:18.000,2011/02/24 07:35:18.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
20310,Case4360,Resolve ticket,2011/02/24 07:36:53.000,2011/02/24 07:36:53.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Resolve ticket
20311,Case4360,Closed,2011/04/09 06:40:24.000,2011/04/09 06:40:24.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20312,Case4361,Assign seriousness,2013/02/25 09:07:40.000,2013/02/25 09:07:40.000,Fluxicon Disco,Variant 10,10,Value 4,Value 4,Assign seriousness
20313,Case4361,Take in charge ticket,2013/03/05 07:01:19.000,2013/03/05 07:01:19.000,Fluxicon Disco,Variant 10,10,Value 4,Value 4,Take in charge ticket
20314,Case4361,Require upgrade,2013/03/05 08:58:10.000,2013/03/05 08:58:10.000,Fluxicon Disco,Variant 10,10,Value 4,Value 4,Require upgrade
20315,Case4361,Resolve ticket,2013/03/21 08:41:21.000,2013/03/21 08:41:21.000,Fluxicon Disco,Variant 10,10,Value 1,Value 1,Resolve ticket
20316,Case4361,Closed,2013/04/05 07:41:33.000,2013/04/05 07:41:33.000,Fluxicon Disco,Variant 10,10,Value 3,Value 3,Closed
20317,Case4362,Assign seriousness,2011/10/05 14:11:55.000,2011/10/05 14:11:55.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20318,Case4362,Take in charge ticket,2011/10/10 06:27:02.000,2011/10/10 06:27:02.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20319,Case4362,Resolve ticket,2011/10/10 06:43:44.000,2011/10/10 06:43:44.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20320,Case4362,Closed,2011/11/05 15:20:18.000,2011/11/05 15:20:18.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20321,Case4363,Assign seriousness,2011/06/30 07:01:02.000,2011/06/30 07:01:02.000,Fluxicon Disco,Variant 23,23,Value 8,Value 8,Assign seriousness
20322,Case4363,Assign seriousness,2011/06/30 07:50:35.000,2011/06/30 07:50:35.000,Fluxicon Disco,Variant 23,23,Value 8,Value 8,Assign seriousness
20323,Case4363,Assign seriousness,2011/07/01 06:30:04.000,2011/07/01 06:30:04.000,Fluxicon Disco,Variant 23,23,Value 13,Value 13,Assign seriousness
20324,Case4363,Take in charge ticket,2011/07/04 10:00:28.000,2011/07/04 10:00:28.000,Fluxicon Disco,Variant 23,23,Value 13,Value 13,Take in charge ticket
20325,Case4363,Resolve ticket,2011/07/04 10:02:07.000,2011/07/04 10:02:07.000,Fluxicon Disco,Variant 23,23,Value 13,Value 13,Resolve ticket
20326,Case4363,Closed,2011/08/02 07:10:22.000,2011/08/02 07:10:22.000,Fluxicon Disco,Variant 23,23,Value 5,Value 5,Closed
20327,Case4364,Assign seriousness,2012/03/21 07:04:06.000,2012/03/21 07:04:06.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
20328,Case4364,Take in charge ticket,2012/03/21 07:34:36.000,2012/03/21 07:34:36.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
